Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
1197,NA,NA,NA,92,NA,641,2300,NA,NA,NA,NA,28,NA,273,NA,NA,NA
1613,NA,NA,1809,109,NA,526,2699,NA,NA,NA,NA,17,NA,399,NA,NA,NA
1359,NA,NA,1246,92,6,663,2423,NA,NA,NA,NA,35,39,263,NA,NA,NA
1215,53,NA,1230,145,6,718,2226,NA,NA,NA,NA,59,34,277,NA,30,33
1054,41,NA,1397,137,4,793,2264,170,NA,NA,NA,41,44,246,NA,35,42
1342,57,NA,1682,150,1,896,2967,188,NA,64,16,56,95,234,NA,131,26
1513,43,NA,2070,132,17,1190,2619,NA,NA,63,28,63,118,259,NA,179,33
1215,80,NA,1723,134,8,1253,2936,200,NA,63,10,61,75,256,NA,NA,61
1726,60,NA,2600,54,11,1006,2865,301,NA,47,16,33,112,334,NA,NA,43
1344,79,NA,2673,65,8,906,2526,356,NA,44,12,46,123,303,NA,NA,40
1432,99,NA,3122,24,9,963,1980,288,NA,51,7,27,164,344,NA,NA,54
1398,94,NA,3290,50,18,1577,2265,304,41,49,8,60,259,858,NA,NA,60
1403,100,NA,3019,64,10,1513,2240,363,54,50,10,32,261,367,NA,NA,72
1607,85,227,2827,46,23,1729,2340,404,35,57,9,34,195,387,NA,NA,53
1434,48,262,2531,68,11,1417,2310,334,36,51,19,37,165,411,NA,NA,77
1177,54,230,2450,56,7,1246,2118,314,53,49,6,31,144,421,209,NA,71
1102,63,204,2335,37,10,1277,2139,284,29,54,11,37,195,348,193,NA,80
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,19,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,12,NA,NA,0,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
3,NA,NA,6,3,0,0,19,NA,NA,NA,NA,1,1,NA,NA,NA,72
0,0,NA,0,0,0,0,17,NA,NA,NA,NA,1,0,NA,NA,0,39
0,0,NA,0,0,0,0,12,0,NA,NA,NA,0,0,NA,NA,0,41
0,0,NA,0,0,0,2,0,2,NA,4,3,2,0,1,NA,0,61
0,0,NA,5,1,0,0,0,NA,NA,4,NA,0,0,0,NA,54,70
0,0,NA,7,0,0,2,13,1,NA,4,1,1,1,0,NA,NA,56
1,0,NA,11,0,0,1,7,4,NA,2,NA,1,1,0,NA,NA,62
0,0,NA,0,0,0,0,18,1,NA,6,1,2,1,1,NA,NA,83
4,1,NA,9,2,0,0,11,2,NA,4,3,0,2,0,NA,NA,131
2,1,NA,0,0,0,0,8,2,17,6,4,2,2,0,NA,NA,131
1,0,NA,0,0,0,2,11,5,7,12,0.001,0,0,0,NA,NA,123
2,0,3,0,1,0,0,12,2,23,6,NA,0,2,0,NA,NA,133
0,0,5,0,0,0,8,11,3,19,2,NA,0,5,3,NA,NA,164
6,0,NA,15,NA,0,6,7,3,31,11,NA,0,2,1,1,NA,164
7,0,NA,NA,2,0,2,12,0,17,7,NA,1,0,3,5,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,793,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,67,NA,NA,0,1159,NA,NA,NA,NA,0,NA,NA,NA,1000,1051
5,NA,NA,70,2,5,0,773,NA,NA,NA,NA,1,38,NA,NA,NA,1010
5,44,NA,59,5,2,0,294,NA,NA,NA,NA,0,71,NA,NA,0,991
0,24,NA,43,3,1,0,204,49,NA,NA,NA,2,91,NA,NA,381,1551
1,22,NA,47,4,1,10,166,24,NA,36,2,3,220,4,NA,0,2439
20,23,NA,51,3,5,16,150,NA,NA,38,4,3,73,35,NA,31,2124
122,48,NA,43,13,0,10,374,22,NA,38,0.007,9,47,26,NA,NA,1200
172,110,NA,110,1,13,12,808,93,NA,32,NA,242,50,72,NA,NA,1987
118,141,NA,88,15,11,24,754,389,NA,13,0.003,603,92,67,NA,NA,2632
1087,79,NA,196,4,7,53,303,464,NA,28,0.001,37,55,15,NA,NA,2281
710,42,NA,127,2,15,45,138,470,10,20,0.005,29,57,72,NA,NA,2149
739,39,NA,55,6,15,34,107,372,22,17,NA,35,37,16,NA,NA,1945
380,32,23,16,1,11,33,109,283,37,20,3,35,52,29,NA,NA,2014
420,34,17,30,13,4,29,89,196,34,29,NA,30,48,23,NA,NA,1714
475,33,14,25,19,0,24,77,170,49,22,0.001,23,37,41,8,NA,NA
147,38,NA,45,4,1,25,75,122,35,9,NA,21,24,28,12,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,383,NA,NA,NA,NA,0,NA,NA,NA,1000,0
NA,NA,NA,202,NA,NA,0,539,NA,NA,NA,NA,1,NA,NA,NA,NA,0
18,NA,NA,238,4,3,0,435,NA,NA,NA,NA,1,12,NA,NA,NA,0
2,36,NA,201,7,2,0,469,NA,NA,NA,NA,9,5,NA,NA,40,0
3,34,NA,324,9,2,0,382,58,NA,NA,NA,2,3,NA,NA,83,9
7,32,NA,406,0,6,36,0,62,NA,22,8,8,53,14,NA,2767,9
3,29,NA,499,4,11,40,0,NA,NA,40,NA,3,49,12,NA,808,15
2,25,NA,562,2,14,63,595,142,NA,32,0.003,34,49,29,NA,NA,7
5,38,NA,246,5,9,49,554,220,NA,34,1,26,49,31,NA,NA,6
2,56,NA,254,8,10,54,556,196,NA,25,0.001,27,50,33,NA,NA,2
6,72,NA,418,2,10,60,486,70,NA,16,4,4,44,114,NA,NA,9
7,193,NA,468,6,4,66,629,96,73,18,2,10,66,132,NA,NA,2
11,44,NA,340,8,10,69,556,70,45,32,1,11,90,147,NA,NA,6
7,30,31,402,3,5,81,691,75,43,16,0.002,20,41,117,NA,NA,5
13,68,20,380,5,7,118,674,66,20,24,NA,8,64,145,NA,NA,NA
14,65,17,505,3,6,117,902,108,46,17,4,14,84,126,16,NA,NA
8,78,NA,545,13,3,69,948,258,42,32,3,34,123,215,25,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,83
NA,NA,NA,480,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,72
113,NA,NA,460,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,109
4,NA,NA,174,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,119
6,NA,NA,101,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,105
31,NA,NA,71,NA,0,0,NA,NA,NA,NA,4,0,NA,NA,NA,NA,124
29,NA,NA,49,NA,0,0,NA,NA,NA,NA,17,0,NA,NA,NA,NA,163
51,NA,NA,45,NA,0,0,NA,NA,NA,NA,20,0,NA,NA,NA,NA,277
41,NA,NA,21,NA,0,0,NA,NA,NA,NA,7,0,NA,NA,NA,NA,408
44,NA,NA,17,NA,0,0,NA,NA,NA,NA,4,0,NA,NA,NA,NA,412
30,NA,NA,10,NA,0,0,NA,NA,NA,NA,4,0,NA,NA,NA,NA,523
58,NA,NA,25,NA,0,0,NA,NA,0,NA,4,0,NA,NA,NA,NA,576
47,NA,NA,7,NA,0,0,NA,NA,0,NA,9,0,NA,NA,NA,NA,528
41,NA,NA,9,NA,0,0,NA,NA,0,NA,6,0,NA,NA,NA,NA,NA
46,NA,NA,7,NA,0,0,NA,NA,0,NA,7,0,NA,NA,NA,NA,NA
23,NA,NA,20,NA,0,0,NA,NA,0,NA,11,0,NA,0,NA,NA,NA
25,NA,NA,25,NA,0,0,NA,NA,0,NA,14,0,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
NA,NA,NA,NA,NA,NA,716,122,NA,NA,NA,NA,12,NA,NA,NA,NA,43
NA,NA,NA,27,NA,NA,806,105,NA,NA,NA,NA,8,NA,NA,NA,NA,54
1,NA,NA,43,1,0,968,75,NA,NA,NA,NA,2,2,NA,NA,NA,57
1,3,NA,37,1,0,1423,95,NA,NA,NA,NA,4,5,NA,NA,0,44
2,4,NA,38,1,0,1249,93,59,NA,NA,NA,11,4,NA,NA,0,37
2,2,NA,29,6,0,1523,0,98,NA,2,4,8,10,0,NA,0,57
2,4,NA,41,2,0,1672,0,NA,NA,6,NA,5,6,4,NA,230,74
3,1,NA,53,0,0,1868,85,76,NA,2,1,12,6,2,NA,NA,70
5,5,NA,45,0,0,1948,76,92,NA,2,0.003,10,9,0,NA,NA,53
0,17,NA,66,4,0,1872,90,88,NA,6,NA,10,24,3,NA,NA,66
1,5,NA,76,1,0,1855,78,89,NA,2,1,11,26,3,NA,NA,58
2,7,NA,89,4,0,2299,80,99,63,2,1,14,25,0,NA,NA,74
4,3,NA,95,0,0,2166,116,83,139,0,2,13,20,1,NA,NA,NA
3,12,112,83,4,0,2231,133,105,166,1,NA,12,21,1,NA,NA,NA
0,10,100,147,3,3,2395,133,142,69,1,NA,18,18,2,NA,NA,NA
1,14,107,150,1,2,2480,124,167,31,3,1,21,13,3,69,NA,NA
7,20,94,120,NA,3,2258,190,126,20,9,NA,10,24,0,83,NA,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
NA,NA,NA,NA,NA,NA,0,25,NA,NA,NA,NA,1,NA,NA,NA,NA,3
NA,NA,NA,12,NA,NA,0,40,NA,NA,NA,NA,3,NA,NA,NA,NA,0
7,NA,NA,11,3,0,0,21,NA,NA,NA,NA,2,1,NA,NA,NA,26
2,1,NA,15,2,0,0,22,NA,NA,NA,NA,2,1,NA,NA,0,26
4,1,NA,29,1,0,0,26,6,NA,NA,NA,1,1,NA,NA,51,48
1,3,NA,12,2,0,1,0,18,NA,12,NA,4,3,0,NA,1862,32
2,5,NA,10,3,0,3,0,NA,NA,16,6,7,3,0,NA,76,53
5,3,NA,15,1,1,2,32,8,NA,15,2,10,4,2,NA,NA,48
8,5,NA,14,6,0,3,27,15,NA,6,4,11,2,5,NA,NA,39
17,4,NA,36,3,0,3,32,12,NA,3,2,26,4,3,NA,NA,48
6,5,NA,32,2,1,2,50,5,NA,6,4,26,5,3,NA,NA,37
16,5,NA,35,2,3,4,69,6,92,11,7,35,3,3,NA,NA,NA
31,1,NA,52,3,1,1,29,5,120,11,8,20,2,4,NA,NA,NA
9,2,8,51,4,1,2,34,4,151,14,12,20,5,5,NA,NA,NA
23,4,6,38,5,1,2,36,6,135,14,9,21,2,3,NA,NA,NA
19,2,4,40,3,0,3,39,3,155,15,2,15,4,1,7,NA,51
24,4,NA,45,2,4,2,34,10,164,11,2,23,16,2,4,NA,78
1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,24
1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,NA,NA,NA,NA,8000,88
1107,NA,NA,NA,NA,NA,42,367,NA,NA,NA,627,14,NA,NA,NA,10000,117
1341,NA,NA,332,NA,NA,42,279,NA,NA,NA,358,8,NA,NA,NA,5000,124
1321,NA,NA,299,10,5,39,275,NA,NA,NA,275,21,4,NA,NA,10000,131
1154,27,NA,200,20,12,55,284,NA,NA,NA,325,20,13,NA,NA,5136,170
1529,26,NA,302,12,7,37,376,15,NA,NA,603,25,10,NA,NA,4094,275
2011,24,NA,378,20,7,70,0,16,NA,147,1038,15,15,47,NA,5548,720
2540,24,NA,494,27,12,42,0,NA,NA,174,2033,12,14,60,NA,5414,651
2579,24,NA,468,24,12,70,410,19,NA,182,1326,24,13,50,NA,4000,844
3871,36,NA,419,28,17,98,606,24,NA,175,1295,31,23,51,NA,5000,597
5061,29,NA,454,23,13,71,577,53,NA,106,1128,38,39,52,NA,6000,495
4713,73,NA,629,19,26,54,800,21,NA,137,1102,38,39,63,NA,NA,NA
4761,35,NA,612,31,15,72,698,16,1999,267,1240,62,52,61,NA,NA,NA
4771,25,NA,641,47,25,85,632,22,2290,207,1441,60,51,72,NA,8000,NA
5117,22,67,701,56,29,109,827,37,2640,235,1346,64,67,78,NA,11000,NA
5396,20,54,706,52,30,110,696,30,2320,216,1238,80,69,67,NA,7000,44
4934,34,72,900,32,19,124,618,37,2318,255,1282,53,41,46,259,9000,37
4953,56,NA,485,54,19,139,701,31,2170,198,1336,107,90,60,251,4000,38
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
NA,NA,NA,NA,NA,NA,0,7,NA,NA,NA,NA,0,NA,NA,NA,NA,83
NA,NA,NA,0,NA,NA,0,10,NA,NA,NA,NA,0,NA,NA,NA,NA,57
6,NA,NA,0,1,0,0,14,NA,NA,NA,NA,1,0,NA,NA,NA,65
3,2,NA,0,1,0,0,7,NA,NA,NA,NA,0,0,NA,NA,0,99
6,0,NA,0,1,0,0,8,7,NA,NA,NA,2,0,NA,NA,0,108
3,1,NA,6,0,0,0,0,5,NA,2,7,1,0,2,NA,43,88
7,0,NA,0,0,0,2,0,NA,NA,1,5,5,0,0,NA,111,83
13,1,NA,7,2,0,4,16,5,NA,1,29,2,0,2,NA,NA,110
4,3,NA,8,1,0,1,11,6,NA,1,40,3,0,0,NA,NA,84
14,3,NA,5,0,1,6,9,12,NA,1,40,3,1,0,NA,NA,NA
27,1,NA,8,1,0,3,9,7,NA,2,25,2,1,1,NA,NA,NA
17,0,NA,0,0,0,1,4,2,50,2,37,1,0,2,NA,NA,NA
25,2,NA,9,0,0,1,12,4,62,1,41,1,1,1,NA,NA,NA
35,1,1,11,0,0,0,6,2,53,2,20,0,0,1,NA,NA,NA
26,0,0,8,1,0,1,5,4,80,NA,27,1,1,0,NA,NA,NA
43,0,NA,10,1,0,2,14,2,60,NA,39,3,1,1,2,NA,NA
17,1,NA,5,NA,0,2,2,3,68,NA,13,2,1,0,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,304,93,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,61,NA,NA,479,98,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
0,NA,NA,22,4,0,1516,104,NA,NA,NA,NA,3,20,NA,NA,NA,NA
0,4,NA,42,4,0,4212,121,NA,NA,NA,NA,0,66,NA,NA,NA,NA
0,3,NA,31,2,0,2487,114,75,NA,NA,NA,2,124,NA,NA,NA,NA
0,7,NA,55,0,0,1537,0,57,NA,15,NA,3,600,2,NA,NA,NA
1,2,NA,53,3,0,1742,0,NA,NA,10,1,0,725,2,NA,NA,NA
1,15,NA,67,3,0,1950,179,51,NA,13,1,6,844,0,NA,NA,NA
1,5,NA,67,2,0,2586,131,174,NA,9,NA,4,1392,7,NA,NA,NA
2,31,NA,77,0,0,2588,132,161,NA,11,2,8,4803,0,NA,NA,NA
1,29,NA,86,3,0,2505,82,65,NA,8,NA,1,3278,4,NA,NA,NA
1,16,NA,137,0,0,3303,69,63,46,2,1,4,4300,13,NA,NA,NA
1,14,NA,142,1,1,3035,63,109,38,8,NA,5,3378,6,NA,NA,NA
2,11,70,136,1,0,5005,57,137,67,5,0.002,3,4920,15,NA,NA,NA
0,17,81,128,0,0,6440,77,140,43,10,NA,2,2982,13,NA,NA,NA
3,23,53,135,3,1,5609,118,193,42,1,NA,2,2365,5,19,NA,NA
2,27,NA,130,NA,1,5666,100,216,43,3,NA,1,1788,4,24,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,40,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,53,NA,NA,0,39,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
47,NA,NA,39,4,0,0,32,NA,NA,NA,NA,2,1,NA,7,NA,NA
35,3,NA,29,4,1,0,25,NA,NA,NA,NA,4,1,NA,13,NA,NA
39,3,NA,41,1,1,0,40,46,NA,NA,NA,1,3,NA,60,NA,NA
33,3,NA,92,0,3,11,0,62,NA,18,2,7,5,2,14,NA,NA
40,8,NA,66,1,2,6,0,NA,NA,11,1,3,6,9,23,NA,NA
26,8,NA,42,4,0,5,51,30,NA,18,2,2,4,6,13,NA,126561
69,1,NA,39,2,0,12,35,47,NA,17,2,1,6,3,16,NA,111398
52,5,NA,48,3,2,1,42,53,NA,29,8,0,28,5,12,NA,89932
94,6,NA,32,9,3,4,60,74,NA,18,13,1,17,6,11,NA,163556
53,7,NA,38,9,1,0,91,64,2,23,8,4,34,11,16,NA,146833
117,10,NA,10,3,2,0,72,80,4,25,6,5,31,8,24,NA,131353
116,15,87,29,8,5,0,66,77,6,33,NA,4,36,11,29,NA,147402
75,12,54,24,9,0,0,68,55,11,28,5,2,28,19,26,NA,173493
50,7,74,20,7,0,0,51,62,6,41,9,10,34,13,29,NA,205560
57,12,NA,15,5,1,0,103,61,3,40,1,4,49,19,21,NA,218822
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115585
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175411
NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,161445
NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,173753
0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,148640
3,0,NA,0,NA,0,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,189989
3,0,NA,0,NA,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,164920
4,0,NA,0,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,139120
0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
3,0,NA,0,NA,0,0,0,3,NA,NA,1,0,3,0,NA,NA,NA
1,0,NA,0,NA,0,0,0,0,NA,NA,1,0,0,0,NA,NA,NA
2,0,NA,0,NA,0,0,0,0,NA,NA,NA,0,5,0,NA,NA,NA
0,1,NA,0,NA,0,0,0,1,NA,NA,2,0,0,0,NA,NA,NA
2,0,NA,0,NA,0,0,0,0,31,NA,1,0,4,0,NA,NA,NA
0,0,NA,0,NA,0,0,0,0,19,NA,3,0,1,0,NA,NA,NA
0,0,NA,0,NA,0,0,0,3,34,NA,3,0,0,0,NA,NA,5
0,0,NA,0,NA,0,0,0,3,29,NA,0.002,0,0,0,NA,NA,9
0,0,NA,NA,NA,0,0,0,0,37,NA,1,0,0,0,0,NA,NA
1,0,NA,0,NA,0,0,0,1,22,NA,1,1,0,0,0,NA,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
NA,NA,NA,NA,NA,NA,152,120,NA,NA,NA,NA,0,NA,NA,NA,NA,12
NA,NA,NA,13,NA,NA,143,108,NA,NA,NA,NA,2,NA,NA,NA,NA,7
2,NA,NA,11,4,0,251,162,NA,NA,NA,NA,2,53,NA,NA,NA,13
0,5,NA,0,1,0,641,162,NA,NA,NA,NA,1,63,NA,NA,NA,16
2,7,NA,9,1,0,445,99,53,NA,NA,NA,0,311,NA,NA,NA,10
0,12,NA,8,0,0,429,0,49,NA,7,NA,0,1032,0,NA,NA,NA
0,7,NA,19,1,0,546,0,NA,NA,7,NA,0,716,3,NA,NA,NA
2,8,NA,16,0,0,822,172,23,NA,7,NA,0,863,2,NA,NA,NA
3,8,NA,17,1,0,1192,167,72,NA,5,NA,0,787,0,NA,NA,NA
0,10,NA,50,1,0,1081,111,43,NA,6,NA,1,1657,2,NA,NA,1347
1,10,NA,55,2,0,877,80,38,NA,0,0.001,1,1480,2,NA,NA,562
0,4,NA,66,1,2,740,69,32,18,2,NA,0,1330,3,NA,NA,753
4,7,NA,65,0,2,667,55,35,14,0,10,1,1269,6,NA,NA,1251
89,3,33,41,0,1,945,61,52,43,2,NA,3,2451,0,NA,NA,2068
1,7,36,45,0,0,1105,76,58,12,NA,NA,4,1452,4,NA,NA,2103
1,7,38,40,NA,0,1091,82,103,19,2,NA,2,1215,3,1,NA,1151
NA,5,NA,30,NA,12,1119,58,56,30,2,NA,3,1099,6,4,NA,1507
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3507
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3036
NA,NA,NA,NA,NA,NA,634,78,NA,NA,NA,NA,0,NA,NA,NA,NA,1356
NA,NA,NA,133,NA,NA,514,69,NA,NA,NA,NA,3,NA,NA,NA,NA,1692
139,NA,NA,129,3,0,1159,62,NA,NA,NA,NA,4,1,NA,NA,2000,2295
124,12,NA,146,8,3,1559,68,NA,NA,NA,NA,2,2,NA,NA,4253,1981
81,6,NA,125,0,0,727,84,352,NA,NA,NA,2,4,NA,NA,3101,NA
131,3,NA,182,3,0,790,0,278,NA,6,4,4,9,7,NA,296,NA
166,6,NA,376,5,2,740,0,NA,NA,9,12,2,6,3,NA,417,NA
213,6,NA,343,1,4,759,89,103,NA,13,16,4,3,12,NA,NA,NA
237,5,NA,558,1,0,701,64,311,NA,6,3,5,13,5,NA,NA,22
373,8,NA,690,1,2,759,71,220,NA,8,14,4,5,7,NA,NA,26
411,5,NA,684,4,2,645,58,141,NA,1,29,4,17,4,NA,1000,41
481,9,NA,504,2,1,798,65,106,26,8,28,4,9,3,NA,NA,46
570,6,NA,493,1,2,794,59,100,20,15,45,8,13,13,NA,NA,102
680,13,78,691,9,0,816,49,162,26,16,34,5,11,10,NA,NA,135
778,8,99,840,4,0,839,55,239,16,13,46,8,26,8,NA,NA,153
568,2,107,1405,3,3,871,70,397,27,10,13,4,10,8,73,NA,229
774,9,106,1120,3,0,972,79,329,25,6,22,6,16,7,85,2000,323
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,763,NA,NA,150,881,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,1231,NA,NA,132,1026,NA,NA,NA,NA,28,NA,NA,NA,1000,NA
52,NA,NA,1720,34,8,155,1048,NA,NA,NA,NA,38,264,NA,NA,1000,NA
38,77,NA,1392,24,10,233,1198,NA,NA,NA,NA,43,339,NA,NA,530,NA
