Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
1223,50,NA,1179,141,113,20,0,NA,NA,188,5,60,32,83,NA,215,1563
1165,109,NA,1368,56,7,18,578,77,NA,146,24,129,32,30,NA,NA,NA
3072,121,NA,1533,44,146,101,642,143,NA,106,80,60,23,54,NA,NA,NA
4866,86,NA,1508,34,299,37,840,225,NA,69,51,86,22,146,NA,NA,NA
3739,84,NA,1039,52,244,222,551,179,NA,47,96,64,41,101,NA,NA,NA
3582,39,NA,832,73,19,236,387,400,76,48,20,53,101,96,NA,NA,NA
3018,70,NA,703,59,15,239,413,471,56,35,34,73,48,94,NA,NA,NA
1198,57,23,723,46,27,243,429,480,137,56,4,88,59,99,NA,NA,NA
1081,69,26,455,14,9,239,396,256,121,60,26,133,35,146,NA,NA,NA
798,43,28,620,24,16,275,381,128,85,71,7,173,19,132,28,NA,NA
696,92,NA,485,31,10,336,259,114,150,78,11,224,30,194,34,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7840,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2890,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,522,7,NA,NA,1716,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,49,NA,NA,356,4,NA,NA,2755,NA,1,NA,NA,NA,NA,NA
2,NA,NA,39,NA,0,242,3,NA,NA,2595,NA,0,0,NA,NA,NA,NA
0,1,NA,25,NA,0,132,9,NA,NA,3200,NA,0,1,NA,NA,NA,NA
0,2,NA,13,NA,0,463,8,1,NA,1802,NA,0,1,NA,NA,NA,NA
0,0,NA,15,NA,0,705,0,2,NA,2067,NA,3,7,0,NA,NA,NA
0,0,NA,20,NA,0,699,0,NA,NA,2196,NA,0,0,0,NA,NA,NA
1,1,NA,19,NA,0,442,6,3,NA,2171,NA,1,0,0,NA,NA,NA
5,0,NA,15,NA,0,382,15,4,NA,2390,NA,1,2,1,NA,NA,NA
2,0,NA,22,NA,0,585,8,12,NA,1953,1,0,3,2,NA,NA,NA
0,0,NA,12,NA,1,430,5,7,NA,1318,NA,0,8,0,NA,NA,303
0,2,NA,10,NA,0,415,6,2,6,997,NA,2,6,0,NA,NA,229
0,2,NA,25,0,0,458,11,1,6,1024,NA,0,12,0,NA,NA,281
4,2,60,10,1,0,560,10,2,5,1210,1,3,10,0,NA,NA,349
2,0,105,13,0,0,438,7,1,2,1156,NA,1,7,0,NA,NA,327
2,4,148,10,1,0,625,8,0,4,1023,1,0,5,0,1,NA,331
4,1,219,15,NA,0,709,3,2,4,967,0.001,1,4,0,3,NA,238
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309
NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,1,NA,NA,NA,NA,437
NA,NA,NA,6,NA,NA,0,16,NA,NA,NA,NA,1,NA,NA,NA,NA,438
4,NA,NA,5,0,0,0,5,NA,NA,NA,NA,1,0,NA,NA,NA,365
2,1,NA,19,1,0,0,9,NA,NA,NA,NA,1,0,NA,NA,NA,379
3,0,NA,11,2,0,0,7,10,NA,NA,NA,2,0,NA,NA,NA,343
2,0,NA,11,0,0,1,0,6,NA,13,NA,0,0,0,NA,NA,NA
2,0,NA,11,0,1,1,0,NA,NA,4,1,2,0,1,NA,NA,NA
0,0,NA,11,0,1,0,6,2,NA,2,0.001,4,1,0,NA,NA,NA
1,0,NA,0,0,0,0,4,9,NA,1,7,1,0,0,NA,NA,NA
2,1,NA,10,0,0,1,5,7,NA,3,NA,1,0,1,NA,NA,6402
3,1,NA,18,2,0,0,8,0,NA,4,0.003,2,1,0,NA,NA,4845
3,1,NA,13,1,0,0,6,2,15,1,1,1,1,1,NA,NA,4259
5,0,NA,6,0,0,0,6,2,6,0,NA,0,1,1,NA,NA,6635
6,0,2,9,0,0,0,3,1,93,0,NA,0,0,0,NA,NA,6618
13,0,0,13,1,0,1,2,7,23,1,NA,1,0,0,NA,NA,5738
1,0,4,5,2,0,4,2,2,36,1,1,0,0,4,0,NA,4138
1,0,NA,15,NA,2,1,13,1,19,4,NA,3,0,1,0,NA,5384
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,NA,NA,6568
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,NA,NA,8854
NA,NA,NA,NA,NA,NA,169,1900,NA,NA,NA,NA,7,NA,305,NA,NA,6829
NA,NA,NA,838,NA,NA,136,2793,NA,NA,NA,NA,21,NA,270,NA,NA,5937
214,NA,NA,708,34,5,202,2432,NA,NA,NA,NA,26,40,355,NA,NA,6256
206,97,NA,713,56,10,258,2747,NA,NA,NA,NA,40,53,386,NA,288,5435
179,122,NA,724,42,13,228,3384,179,NA,NA,NA,32,65,421,NA,69,NA
201,151,NA,1049,62,2,275,4079,218,NA,112,57,47,225,333,NA,73,NA
221,124,NA,804,60,13,374,3524,NA,NA,118,45,61,280,398,NA,87,NA
188,169,NA,681,87,33,357,3336,173,NA,121,42,116,225,474,NA,NA,NA
210,184,NA,958,46,16,370,2719,338,NA,92,23,48,194,513,NA,NA,163
212,243,NA,861,41,19,395,2236,359,NA,66,18,63,348,462,NA,NA,200
245,150,NA,1199,48,19,375,2095,219,NA,67,7,68,351,535,NA,NA,150
227,111,NA,944,60,13,408,1706,225,89,48,6,60,368,899,NA,NA,307
221,214,NA,923,41,19,500,1682,232,138,46,6,67,370,457,NA,NA,438
228,186,160,800,89,26,465,1969,300,121,65,12,85,341,531,NA,NA,540
258,300,204,803,177,13,470,2338,271,135,80,17,55,282,747,NA,NA,353
182,231,230,795,400,21,423,2983,350,168,101,10,70,307,1047,149,NA,457
243,441,186,1180,558,46,527,4560,331,115,90,18,67,328,1537,233,NA,495
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417
NA,NA,NA,NA,NA,NA,2,409,NA,NA,NA,NA,0,NA,NA,NA,NA,410
NA,NA,NA,0,NA,NA,0,312,NA,NA,NA,NA,0,NA,NA,NA,NA,416
1,NA,NA,10,NA,0,0,187,NA,NA,NA,NA,3,1,NA,NA,NA,418
5,10,NA,100,NA,7,1,151,NA,NA,NA,NA,1,3,NA,NA,NA,2204
0,6,NA,19,NA,3,4,130,1,NA,NA,NA,2,0,NA,NA,NA,1840
2,7,NA,6,NA,0,2,0,0,NA,NA,NA,5,0,6,NA,NA,2947
0,9,NA,23,NA,2,3,0,NA,NA,NA,NA,16,6,14,NA,NA,3657
9,15,NA,25,NA,4,4,141,4,NA,NA,1,6,7,12,NA,NA,3138
2,12,NA,19,NA,1,6,91,3,NA,NA,4,2,1,9,NA,NA,2676
1,8,NA,16,NA,5,14,102,8,NA,NA,2,1,1,11,NA,NA,2215
3,6,NA,171,NA,2,15,70,1,NA,NA,2,7,2,6,NA,NA,2606
1,19,NA,59,NA,4,13,128,3,80,NA,NA,7,3,25,NA,NA,3215
2,14,NA,38,4,1,10,149,3,124,NA,5,6,5,21,NA,NA,3375
0,16,5,17,0,11,10,153,3,149,NA,0.001,7,6,20,NA,NA,3029
6,27,6,51,1,3,12,199,8,124,5,4,4,13,19,NA,NA,3835
11,41,6,45,1,4,8,235,5,128,3,1,1,10,6,11,NA,4614
7,48,NA,50,1,0,14,285,6,136,4,0.001,4,7,11,10,NA,4941
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4425
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4210
NA,NA,NA,NA,NA,NA,0,187,NA,NA,NA,NA,49,NA,NA,NA,1000,4958
NA,NA,NA,254,NA,NA,0,183,NA,NA,NA,NA,51,NA,NA,NA,NA,4483
32,NA,NA,195,42,16,0,175,NA,NA,NA,NA,54,4,NA,NA,NA,NA
10,18,NA,121,39,11,0,159,NA,NA,NA,NA,77,4,NA,NA,583,NA
13,14,NA,158,34,9,0,167,46,NA,NA,NA,80,1,NA,NA,187,NA
15,10,NA,210,31,13,14,161,67,NA,82,4,83,33,43,NA,108,NA
25,16,NA,322,40,26,7,152,NA,NA,90,5,69,30,60,NA,222,99
38,9,NA,294,23,15,10,198,55,NA,92,13,72,10,52,NA,NA,44
28,11,NA,391,22,9,22,230,80,NA,84,3,99,24,58,NA,NA,65
45,15,NA,308,24,37,12,191,67,NA,95,7,74,19,52,NA,NA,97
33,10,NA,270,15,37,14,157,64,NA,98,14,107,15,48,NA,NA,94
45,16,NA,299,36,23,20,146,63,220,110,17,96,24,60,NA,NA,93
36,15,NA,182,24,39,15,154,55,214,123,15,101,26,90,NA,NA,84
42,13,42,230,41,37,18,167,68,261,111,19,101,32,93,NA,NA,117
59,12,73,134,18,25,24,178,113,246,133,18,98,29,95,NA,NA,148
63,15,69,205,25,31,12,182,89,292,103,13,89,37,104,55,NA,248
65,18,NA,230,26,26,19,200,62,196,81,12,81,29,116,38,1000,217
NA,NA,229,NA,NA,131,NA,NA,NA,6511,NA,NA,207,NA,613,NA,1000,274
NA,NA,234,NA,366,136,NA,NA,NA,6805,NA,175,231,NA,604,NA,NA,290
NA,NA,236,NA,345,99,182,4002,NA,6543,NA,206,231,NA,586,NA,2000,224
NA,NA,248,299,388,126,193,3833,NA,6648,NA,207,277,NA,418,NA,1000,NA
824,NA,241,171,426,126,222,3728,NA,6430,NA,220,268,12,437,NA,1000,NA
570,267,NA,211,454,154,316,4325,NA,7471,NA,203,287,14,535,NA,1697,NA
711,291,325,264,557,144,358,5008,251,6370,NA,305,415,35,680,NA,2724,NA
758,325,373,289,550,169,459,5729,314,6593,771,362,505,45,786,NA,2669,NA
934,312,447,403,660,290,520,6534,NA,6801,872,507,606,52,882,NA,3736,NA
1804,445,469,587,520,320,537,6823,347,5936,938,598,931,59,1230,NA,2000,NA
1638,418,553,489,372,358,648,6029,450,6583,918,616,869,76,1964,NA,3000,NA
1669,428,614,439,477,393,690,5521,429,7147,841,562,1060,122,2076,NA,NA,NA
1706,461,573,596,491,414,654,4732,435,8989,756,516,1134,157,2056,NA,4000,NA
1979,341,546,1292,482,443,741,4174,435,8708,723,641,1053,229,2339,NA,NA,NA
2455,348,555,1931,631,569,866,3589,509,8959,575,828,1155,428,2548,NA,3000,NA
2671,351,613,885,692,562,851,3153,572,10484,769,704,1317,288,3060,NA,4000,NA
2742,344,602,741,660,628,1004,3394,612,9904,755,681,1308,185,2994,NA,4000,NA
2558,347,685,640,806,599,889,3342,621,10868,742,740,1171,169,2775,877,6000,NA
2477,369,580,455,454,625,863,3192,604,13620,733,702,1249,184,2533,934,3000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,2,0,0,NA,NA,NA
16,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA
33,NA,NA,0,NA,0,0,0,0,NA,NA,2,0,0,0,NA,NA,NA
125,NA,NA,0,NA,0,0,1,0,NA,NA,3,2,0,0,NA,NA,NA
73,0,NA,0,NA,0,0,1,0,NA,NA,2,0,0,0,NA,NA,NA
114,0,NA,0,NA,0,0,0,0,NA,NA,3,2,3,0,NA,NA,NA
68,0,NA,0,NA,0,0,0,3,54,NA,2,1,1,0,NA,NA,NA
46,0,NA,0,NA,0,0,1,3,62,NA,5,2,0,0,NA,NA,NA
47,0,0,0,NA,0,0,2,2,84,NA,5,3,1,0,NA,NA,NA
38,0,0,0,NA,0,0,4,1,126,NA,10,5,0,0,NA,NA,NA
33,0,3,0,NA,0,0,0,5,125,NA,23,1,0,0,0,NA,NA
28,0,NA,0,NA,0,0,1,6,109,NA,16,1,1,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,324,2009,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,61,NA,NA,297,1469,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1,NA,NA,57,4,2,401,1337,NA,NA,NA,NA,6,1,NA,NA,NA,NA
0,12,NA,48,7,1,506,1052,NA,NA,NA,NA,3,12,NA,NA,NA,398
0,7,NA,42,23,0,357,1101,57,NA,NA,NA,20,10,NA,NA,NA,355
0,12,NA,36,8,0,455,997,97,NA,33,1,1,20,6,NA,NA,250
2,5,NA,64,9,2,602,1557,NA,NA,34,1,2,22,4,NA,NA,418
1,23,NA,79,15,0,746,1789,120,NA,27,0.001,4,31,8,NA,NA,457
0,23,NA,86,6,1,793,1161,299,NA,56,3,3,23,11,NA,NA,575
1,12,NA,138,10,4,958,807,294,NA,55,0.002,4,88,7,NA,NA,455
7,14,NA,125,1,3,817,659,325,NA,44,1,5,76,6,NA,NA,721
3,5,NA,103,2,4,991,484,497,15,27,NA,5,61,16,NA,NA,858
78,19,NA,145,2,3,884,399,496,12,21,NA,10,66,14,NA,NA,1372
141,13,182,154,5,5,913,394,631,39,30,NA,7,95,7,NA,NA,1122
58,1,225,174,5,4,826,462,453,28,32,NA,8,51,9,NA,NA,1174
68,7,213,210,6,7,853,426,407,26,25,NA,5,49,8,83,NA,1364
76,7,225,150,NA,3,720,422,382,54,23,NA,1,53,18,98,NA,1085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18316
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21010
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17432
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,21072
7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,15691
NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,7444
NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,10102
NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,15511
NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,20914
NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,21190
NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,11633
NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,14156
NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,22761
NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,17142
NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,11001
NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,10813
NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,11223
NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,8477
NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,826,0,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,NA,0,11,NA,NA,NA,876,0,NA,NA,NA,NA,329
446,NA,NA,6,0,0,0,8,NA,NA,NA,889,0,0,NA,NA,NA,329
239,0,NA,0,0,0,0,18,NA,NA,NA,1023,0,1,NA,NA,NA,310
275,0,NA,0,0,0,0,8,1,NA,NA,1021,0,0,NA,NA,NA,435
178,0,NA,0,4,0,1,0,0,NA,NA,920,0,0,0,NA,NA,460
216,0,NA,0,3,0,0,0,NA,NA,NA,770,0,1,1,NA,NA,472
251,1,NA,0,1,0,4,11,1,NA,NA,454,0,2,1,NA,NA,380
199,0,NA,5,2,0,1,12,0,NA,NA,510,0,1,0,NA,NA,586
220,0,NA,0,1,0,4,6,3,NA,NA,703,0,1,0,NA,NA,812
167,0,NA,0,0,0,4,3,1,NA,NA,882,0,1,1,NA,NA,1006
197,0,NA,0,0,0,12,5,1,68,NA,860,0,0,1,NA,NA,758
178,0,NA,0,0,0,13,4,0,52,NA,640,0,0,0,NA,NA,693
233,2,NA,0,1,0,12,3,2,79,NA,723,0,1,0,NA,NA,697
211,0,NA,0,0,0,19,5,2,52,NA,536,0,0,1,NA,NA,779
211,0,NA,5,NA,0,13,4,1,72,NA,591,0,0,0,1,NA,NA
202,0,NA,NA,NA,0,16,6,0,61,NA,594,0,0,0,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,6,85,NA,NA,NA,NA,8,NA,NA,NA,NA,427
NA,NA,NA,2210,NA,NA,4,54,NA,NA,NA,NA,10,NA,NA,NA,1000,367
11,NA,NA,1787,5,1,8,88,NA,NA,NA,NA,12,0,NA,NA,NA,267
27,5,NA,1199,2,0,8,52,NA,NA,NA,NA,7,0,NA,NA,218,426
9,2,NA,1164,5,1,15,45,3,NA,NA,NA,12,1,NA,NA,573,541
10,2,NA,896,4,3,15,0,4,NA,21,4,11,1,6,NA,515,536
21,3,NA,917,0,0,15,0,NA,NA,16,2,12,6,7,NA,540,469
13,7,NA,937,2,5,5,48,3,NA,23,2,10,5,13,NA,NA,787
9,6,NA,693,2,0,10,60,2,NA,15,6,12,3,10,NA,NA,1154
18,1,NA,724,1,0,15,32,9,NA,8,5,9,8,7,NA,NA,1664
19,5,NA,844,6,1,8,29,2,NA,9,3,14,9,5,NA,NA,1418
11,4,NA,804,3,2,19,38,5,59,8,7,7,5,6,NA,NA,1451
20,7,NA,990,7,2,17,78,3,46,9,7,11,10,7,NA,NA,1775
16,3,6,1019,2,0,13,27,7,75,15,3,12,16,8,NA,NA,1331
20,3,8,1147,7,1,14,36,1,46,NA,2,3,10,5,NA,NA,NA
26,2,4,910,12,0,21,54,7,61,15,6,9,10,19,7,NA,NA
18,2,NA,615,2,1,16,33,6,30,24,7,5,13,9,7,NA,NA
NA,NA,296,NA,NA,NA,NA,2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,324,NA,NA,NA,NA,2320,NA,NA,NA,NA,NA,NA,NA,NA,NA,3311
NA,NA,278,NA,NA,NA,1923,2143,NA,NA,NA,NA,15,NA,NA,NA,NA,600
NA,NA,281,248,NA,NA,2153,2002,NA,NA,NA,NA,11,NA,NA,NA,NA,1221
10,NA,230,236,28,20,3601,1924,NA,NA,NA,NA,30,33,NA,NA,NA,1631
18,142,258,258,37,19,5331,2261,1505,NA,NA,NA,42,34,NA,NA,NA,2031
11,159,290,354,41,8,4041,2207,3517,NA,NA,NA,44,47,NA,NA,NA,2317
4,174,354,440,34,23,5588,2463,4256,NA,165,5,41,75,78,NA,NA,1445
13,168,440,789,27,14,6596,2581,4516,NA,162,10,39,151,81,NA,NA,1995
3,242,494,653,39,14,7779,2517,4470,NA,156,1,40,111,90,NA,NA,2887
19,240,510,654,23,25,9438,2430,6823,NA,182,0.003,21,91,140,NA,NA,4015
5,235,445,759,21,31,8866,2618,6544,NA,115,NA,33,227,126,NA,NA,4665
4,221,494,726,20,25,7950,2331,4915,NA,100,2,44,299,163,NA,NA,6375
13,157,530,1010,17,28,9283,2266,4414,80,91,0.001,50,247,182,NA,NA,5467
9,168,567,850,26,37,8811,1918,4512,203,68,1,45,314,196,NA,NA,4770
7,189,669,900,18,37,9081,1868,6947,102,100,1,35,285,183,NA,NA,NA
9,156,607,1164,28,42,10109,1837,5692,74,108,2,46,261,209,NA,NA,NA
8,190,717,1225,26,33,11199,1955,6007,82,97,3,24,205,250,569,NA,NA
15,247,812,1370,20,25,10843,2748,5888,123,122,2,53,257,228,523,NA,NA
NA,NA,2514,1327,696,168,NA,67789,NA,NA,7757,NA,268,NA,800,4810,1000,NA
NA,NA,3573,900,559,197,NA,63946,NA,NA,4280,NA,262,NA,1050,3793,2000,NA
NA,NA,2520,747,838,148,3642,74517,NA,NA,4757,NA,277,NA,1112,3818,4000,NA
NA,5939,2491,631,1238,149,3426,74144,NA,NA,6399,NA,320,NA,1050,3368,1000,NA
1007,6236,1436,662,989,187,5072,56992,NA,NA,6522,NA,350,19,842,2934,2000,NA
791,5909,2447,803,1154,135,6782,49178,1814,NA,5120,NA,461,48,794,2606,824,8
695,7296,2216,832,1076,131,5753,48129,550,NA,4215,NA,471,45,779,2974,1577,3
672,7096,2812,1097,955,140,6613,50026,699,NA,4517,44,356,125,696,2799,1476,NA
521,7764,2982,1224,923,243,6887,54695,NA,NA,4804,38,408,105,734,3130,3564,7
766,11277,3872,1356,750,269,8515,58128,982,NA,5434,37,584,116,839,3155,NA,4
874,10411,3828,1444,393,271,8614,49774,1543,NA,6193,36,468,148,1183,2749,NA,3
832,8249,3234,1796,393,249,9069,42644,2035,NA,4088,24,483,318,1133,2407,NA,5
707,7727,3387,2060,387,337,8879,36019,1426,NA,3091,25,413,384,1102,2143,1000,6
616,4867,2999,1698,371,358,9273,29589,1290,455,2768,35,348,477,1562,2013,NA,5
411,5215,3180,1481,600,349,7906,26694,1326,470,2355,42,326,557,1453,891,NA,NA
546,4983,3172,1190,571,439,7886,26653,1441,663,3299,45,308,657,1458,2146,NA,NA
616,4735,3118,1455,649,430,7330,27212,1394,489,3468,53,414,588,1970,2198,NA,NA
475,4258,3232,1675,561,277,6201,27564,1483,855,3712,44,293,545,2232,1988,NA,NA
760,3812,2897,1340,400,312,5925,28610,1397,599,3387,55,281,703,1965,1787,1000,3326
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3129
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498
NA,NA,NA,NA,NA,NA,0,204,NA,NA,NA,NA,0,NA,NA,NA,NA,4693
NA,NA,NA,6,NA,NA,3,225,NA,NA,NA,NA,3,NA,NA,NA,NA,5170
0,NA,NA,6,0,2,0,196,NA,NA,NA,NA,0,0,NA,NA,NA,5228
0,1,NA,0,2,7,1,200,NA,NA,NA,NA,5,0,NA,NA,NA,4018
0,1,NA,0,0,0,10,144,2,NA,NA,NA,0,1,NA,NA,NA,6220
4,3,NA,6,0,0,7,0,7,NA,NA,NA,4,2,4,NA,NA,10645
0,8,NA,23,1,1,6,0,NA,NA,NA,NA,4,2,5,NA,NA,11341
0,0,NA,25,4,4,0,207,4,NA,NA,NA,12,4,8,NA,NA,10692
0,10,NA,26,0,2,6,204,13,NA,NA,0.001,2,1,17,NA,NA,10514
1,14,NA,14,0,0,7,150,34,NA,NA,4,8,1,29,NA,NA,11154
2,4,NA,138,4,0,13,137,17,NA,NA,0.003,3,5,26,NA,NA,9409
7,12,NA,47,0,1,11,114,23,34,NA,1,5,1,19,NA,NA,59614
9,18,NA,40,4,4,10,128,24,28,NA,1,5,2,11,NA,NA,41345
1,9,0,22,2,3,10,147,48,40,NA,NA,7,3,8,NA,NA,41752
1,31,0,19,2,3,16,144,22,118,8,NA,3,4,7,NA,NA,42053
6,31,8,25,1,1,15,120,11,74,2,NA,7,6,0,7,NA,38511
3,40,NA,20,NA,0,15,164,5,39,6,NA,3,8,5,4,NA,17635
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20335
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26553
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35419
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33563
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22087
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31524
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32784
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30695
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28691
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31497
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29234
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30632
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,46,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,NA,0,154,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
7,NA,NA,0,NA,0,0,256,NA,NA,NA,NA,0,0,NA,NA,NA,NA
1,1,NA,0,NA,1,0,213,NA,NA,NA,NA,0,1,NA,NA,NA,NA
1,0,NA,0,NA,0,0,187,0,NA,NA,NA,0,0,NA,NA,NA,NA
10,0,NA,0,NA,0,2,0,1,NA,NA,44,0,27,NA,NA,NA,NA
6,0,NA,0,NA,0,0,0,NA,NA,NA,43,0,24,NA,NA,NA,NA
3,2,NA,0,NA,0,1,57,0,NA,NA,29,0,8,0,NA,NA,NA
3,1,NA,0,NA,0,0,53,0,NA,NA,25,0,6,0,NA,NA,NA
2,2,NA,0,NA,0,1,100,0,NA,NA,34,0,3,0,NA,NA,NA
